中证500指数,1D,2D,3D,5D,10D,20D,50D,100D,200D,z_score2D,2D正,2D负,3D正,3D负,5D正,5D负,10D正,10D负,20D正,20D负,50D正,50D负,100D正,100D负,200D正,200D负,1D正,1D负
2512.402,1.1545524959779552,5.1628680442063,4.252026546707095,2.105196540999413,4.8748966128828055,13.880899633100121,64.30814017820397,44.89249729939716,75.23612861317577,1.870687359146804,2.2262290469995825,3.412317817070444,3.513482023273176,8.960367478002484,4.963580132814216,5.377907882357583,7.764131204961304,3.6404994465132416,13.880899633100121,20.283601378042516,64.30814017820397,7.901302176530087,44.89249729939716,0.1955998818957813,75.23612861317577,7.619591202899829,0.16270448534106988,2.9325244483756356
2541.409,3.9625656476387676,5.344869715972519,1.0968718533695365,1.4846882182285484,3.8025363095825946,14.031192932739266,61.697821956245534,49.080451041135056,77.04863719299017,2.0000441319769515,2.338551409761129,6.209951371838242,2.677738493665953,12.38050524337055,4.780674938014237,5.701550868060014,12.251744350807948,8.209223247468696,14.031192932739266,17.557750775780452,61.697821956245534,1.365533890494755,49.080451041135056,5.155799698152689,77.04863719299017,10.307869258439625,2.5673260326001217,0.49428849979686096
2642.114,8.95267955886839,4.866595461058839,6.911246070381523,4.927796453900167,2.05831391075479,13.131038251945219,56.45903242630711,50.818170601268534,70.5468424148239,1.8238624207332723,3.3891738850748263,11.945260793948922,2.3863182491951673,10.190564015720247,2.7601479427773596,9.939430372524468,8.27518885223612,9.173875827167103,13.131038251945219,16.78381561453592,56.45903242630711,4.289969068405202,50.818170601268534,5.420794168051522,70.5468424148239,14.342471971646809,2.103466755948321,5.744055075702576
2405.574,4.4878685918620596,2.242167565828359,4.078153488522908,4.590546788417238,13.380631815940806,26.353793315025854,66.22963999444623,65.99027924312449,85.72748125811135,0.794789998951804,0.45206799785054663,4.717483808144862,1.579732172820262,2.44716804726409,2.038941634275878,10.053252041390342,9.53698292458823,2.309832574858072,26.353793315025854,8.111898118337269,66.22963999444623,2.75627062201599,65.99027924312449,10.631468272052015,85.72748125811135,14.988813657239186,0.12023322513102574,6.579113628564122
2513.533,2.1492457031596537,0.39211739014366503,0.064331759320436,2.6681169493298995,7.764131204961304,19.524788415350038,63.83866851956987,63.38858491215353,81.64161759563135,0.17560058067576992,1.2241815172019384,4.345581735244428,1.806331686976877,2.4394435640808876,3.0526259828301483,2.6592933420357845,11.713459801121054,3.092798213340141,19.524788415350038,1.18481536428183,63.83866851956987,0.9463793069600904,63.38858491215353,17.19238164402138,81.64161759563135,7.543062169336019,2.215654232089111,6.57171632341889
2459.511,1.7957228083143424,2.130708096040237,2.29687933902309,7.130197832008067,12.251744350807948,17.697339023895402,71.6566016578092,70.3948874390072,87.89885469103412,0.7537317150909495,0.08026028847186767,10.860094676868762,5.464868910652371,8.736140145997295,5.549515318676539,4.840081967522285,10.788550091316065,2.546058985517341,17.697339023895402,0.9686730586198409,71.6566016578092,1.0792781038572128,70.3948874390072,10.916683517152952,87.89885469103412,13.549011012930926,1.1480821228430844,4.59002154882227
2503.677,0.3290759950265163,0.49231590177167506,3.0722812886806112,5.3669063541343345,8.27518885223612,16.870666623530102,69.15860152887134,70.53984998863669,87.38571309318255,0.150197785532857,3.683442271662032,3.0119388671248233,3.9858228871257264,9.385719112361473,3.6330194679598025,0.7929793001471884,8.587377257171973,0.5358719733008013,16.870666623530102,2.943971759145429,69.15860152887134,0.17706854242176315,70.53984998863669,7.272322820589477,87.38571309318255,14.800568142762538,1.9255454764614792,2.218475636123355
2511.916,0.16270448534106988,2.734207672549561,4.89518757792855,7.34821546580378,9.53698292458823,19.1771540131119,73.73813455545488,73.2976739668046,89.99990445540375,0.9760426319590098,3.90804647830965,0.6110640119183803,3.10543868924408,1.4175708319740012,6.903268002306276,0.8415016990473084,9.8539563548337,0.3893787883840567,19.1771540131119,1.1943987074003222,73.73813455545488,1.394981373905875,73.2976739668046,4.15040567719648,89.99990445540375,15.900006749040488,1.4982693690307243,6.689794226005224
2516.003,2.5673260326001217,4.724795638160993,4.85070963746863,8.404282506817351,11.713459801121054,20.924378866002925,77.25785700573489,75.02300275476618,91.38327736493159,1.7093147881736332,1.7942771836622382,8.759858407117866,4.548608852167504,7.259979312937093,8.634417078536368,1.3438150727521707,10.84940943750355,0.24269571319325248,20.924378866002925,2.4863197921524036,77.25785700573489,4.566147205677357,75.02300275476618,6.119461927062417,91.38327736493159,15.638093823417682,2.1529164154379656,2.843080043343858
2580.597,2.103466755948321,2.2262290469995825,4.491208817184536,4.963580132814216,10.788550091316065,19.309640366163315,77.56767135666666,61.24699052196061,90.37614164474344,0.7889187326373538,1.3638656232270916,0.8596506628814563,6.2348443595678065,3.0590551584930132,8.140991933010621,3.875791902217054,11.442131950847958,1.448688128042153,19.309640366163315,7.118337696135396,77.56767135666666,4.978487788847364,61.24699052196061,6.785023811130228,90.37614164474344,15.728824526035803,1.7181399459354425,0.4175774786001861
2634.879,0.12023322513102574,2.338551409761129,3.513482023273176,4.780674938014237,8.587377257171973,18.910280130510735,73.50755006207118,64.59241581871501,88.37498799755133,0.8302948800652227,4.47041150643832,1.5734779134383683,3.6679101683610065,1.092190831513413,5.081801157465224,0.7591705140463032,10.913331809839978,2.7333722687305895,18.910280130510735,7.996426384241396,73.50755006207118,6.386303008415268,64.59241581871501,8.733747542088322,88.37498799755133,17.66236836062548,0.07485118953931287,3.3858382945666445
2638.047,2.215654232089111,3.3891738850748263,2.677738493665953,2.7601479427773596,9.8539563548337,20.649745815749302,76.261340302125,67.09508966292107,87.54794740199853,1.2173122945928871,4.8838871234945325,3.7892772749868997,5.101667519351211,3.3188250329632565,1.175507995747152,0.06980995303981863,4.851233898039873,3.2471368401477436,20.649745815749302,8.59927052568639,76.261340302125,11.157730543856696,67.09508966292107,14.443678918596067,87.54794740199853,16.53067930521699,1.2880503127068528,5.505719886347112
2696.497,1.1480821228430844,0.45206799785054663,2.3863182491951673,2.038941634275878,10.84940943750355,20.167090858992253,76.58840339892834,67.04428004184689,90.02186911389111,0.1353716799795163,0.5099946437849385,1.2435702279500291,5.223296551271606,1.6559548373477186,0.9684268352059492,5.264842349075781,7.938547937352744,1.3863987265263171,20.167090858992253,16.293921849595538,76.58840339892834,12.43354087632748,67.04428004184689,19.74725530689576,90.02186911389111,23.487902923137867,3.141892043441014,0.7593114557857976
2727.455,0.6881140110469295,1.2241815172019384,0.6084060048653435,3.0526259828301483,11.442131950847958,19.58133131435716,77.95501667305236,63.894253067419996,91.78131261560686,0.4197948529104102,3.414802995323654,4.409670183860103,4.660295360482081,0.8617433178923042,0.15319243465568766,4.788923927037364,8.800836786932992,0.06051672157097096,19.58133131435716,15.906183589346496,77.95501667305236,13.249701981820897,63.894253067419996,18.344641230704546,91.78131261560686,27.259396881028525,1.6889307007475005,1.6714234133949246
2708.687,1.9255454764614792,0.08026028847186767,1.579732172820262,5.549515318676539,10.913331809839978,22.190013094905392,64.51804878156835,62.271499069475354,93.56359741823253,0.0015909890726803684,3.977937598083977,1.5163330596168971,4.612581722493739,2.544213770915359,0.09629765615386042,3.807194332659172,8.245129173583646,3.1824459711755084,22.190013094905392,15.152955746399904,64.51804878156835,13.008650910790776,62.271499069475354,12.84777703599935,93.56359741823253,27.539235337240907,1.0807388059675662,2.0992287362169963
2760.844,1.8104246382627982,0.33928030703655077,1.806331686976877,3.6330194679598025,4.851233898039873,22.694799126643872,54.582475503867656,60.89500167340134,93.70185349117877,0.1561370038193991,2.848414800760272,2.4180435597281282,5.242162706758038,0.37401001403140455,2.4833113925230297,0.05136427107781257,7.691309497076956,5.305203938115319,22.694799126643872,12.462108971366792,54.582475503867656,9.304470397254978,60.89500167340134,7.058314410376506,93.70185349117877,31.40047024538861,2.3091087549691416,0.43795878919546904
2710.861,1.4982693690307243,3.683442271662032,5.464868910652371,6.903268002306276,7.938547937352744,23.895397071262607,46.09535494442542,60.42176267982755,91.8413374938811,1.3257118318483632,2.9805147872068054,0.6282127055471488,4.097643834846944,0.2862945880567946,8.234238261366405,1.632164425569507,9.506540386264792,7.866688571857526,23.895397071262607,7.751370952095282,46.09535494442542,13.068565047390369,60.42176267982755,11.025860317111762,91.8413374938811,32.18179578002875,1.6311635038398091,0.5277257187786153
2751.477,2.1529164154379656,3.90804647830965,3.9858228871257264,8.634417078536368,8.800836786932992,25.68038911464643,31.51801741391988,57.36148257826616,94.67660460181932,1.4084492007808562,3.3744508186525057,1.060556801421113,3.9885672884572863,1.382754070293025,8.774004943159145,1.9204227554785624,9.827401596756943,8.813292850180442,25.68038911464643,10.89177423363812,31.51801741391988,13.892580012071134,57.36148257826616,7.200096814585417,94.67660460181932,38.92909660521628,1.1977146132686682,1.0830467233421175
2810.714,1.7181399459354425,1.7942771836622382,3.10543868924408,8.140991933010621,8.245129173583646,26.59473713796566,30.213924291123178,57.83199571354468,91.49319354441612,0.6298007837287212,3.420208851051128,2.527993768656886,4.540008925094009,2.714253820124733,8.23989604593754,2.094120232057867,8.405711377959097,10.030435888904114,26.59473713796566,14.832236680337935,30.213924291123178,13.88652805953003,57.83199571354468,6.128216027720444,91.49319354441612,36.18020963055209,1.7617000351748884,0.38813372175521366
2859.006,0.07485118953931287,1.3638656232270916,4.548608852167504,5.081801157465224,7.691309497076956,27.656745036561663,30.707350736584683,54.34717520704749,88.06525764548937,0.4712502356332303,2.4736104753146373,0.4965560376133553,2.9772864060300592,1.493870788890348,7.20028950247843,3.7820070225133366,7.30352086865947,15.063456223536587,27.656745036561663,14.281424581554505,30.707350736584683,12.224665291578466,54.34717520704749,15.402855772579471,88.06525764548937,42.31019125056723,1.584830818392534,0.5994345204682376
2861.146,1.2880503127068528,4.47041150643832,6.2348443595678065,1.175507995747152,9.506540386264792,20.08405023721264,37.594027008758026,55.14618967364824,90.31192396333495,1.6156073992023685,2.143102710796702,0.19635226293078564,4.481372432015159,0.13178570302968148,7.497610348627645,3.891053642301334,10.167110753105131,13.542991700103007,20.08405023721264,14.525412046771876,37.594027008758026,14.016064329162498,55.14618967364824,11.576140236882,90.31192396333495,41.60595660308684,1.806744193864708,0.5650817266217336
2897.999,3.141892043441014,4.8838871234945325,3.6679101683610065,0.9684268352059492,9.827401596756943,24.720229372059833,38.12523744832211,51.514303490097824,89.3405760319448,1.7679192600689906,3.859695167324991,0.2775064395535916,5.04231549040979,1.021661302473337,8.115495563239712,3.857198867654156,17.017983065373894,12.305391817275439,24.720229372059833,14.155996163707904,38.12523744832211,18.79781226588017,51.514303490097824,13.8373595167252,89.3405760319448,42.69458288960485,0.6550315371838769,2.4930140370722533
2989.051,1.6889307007475005,0.5099946437849385,3.1539107228347705,0.15319243465568766,8.405711377959097,26.537017936462103,37.31953720428325,52.91043879813358,81.0912895096136,0.156710097221251,1.4770624323021917,0.4890419054198577,8.666683340121807,0.08551199143020653,5.524543349764375,3.5145916110469613,14.783271999518815,11.231422543960736,26.537017936462103,15.979389063785462,37.31953720428325,15.088401413094472,52.91043879813358,18.579039617182275,81.0912895096136,40.591642283361104,1.4783872707477157,6.363023500374383
3039.534,1.1593553485501407,4.762407658542398,3.7331380402390715,0.09629765615386042,7.30352086865947,25.72374581103551,38.78561647936821,52.170694586735976,73.41329295872328,1.785482798268797,2.0858106424609764,1.4268981619241532,1.5787405823592549,0.8752774906266226,6.7205155568832735,3.816523350923308,15.514175098459058,7.695511301672207,25.72374581103551,15.090814750665771,38.78561647936821,17.604195008435298,52.170694586735976,23.63857705831815,73.41329295872328,37.2721754513043,2.3466158268990487,1.3174028926037402
3004.295,3.645314458134107,2.6039719801151424,0.35499177011578303,2.4833113925230297,10.167110753105131,26.65354101378193,45.54263146595123,55.94533825739483,76.9948690125304,0.9903806418640805,5.9424194136183965,0.5246060864492658,3.6315722273032875,0.8291890279125105,9.096628665039407,1.5830686844178765,16.951901766366113,7.9627381003318805,26.65354101378193,16.195163125312334,45.54263146595123,12.914809364026794,55.94533825739483,23.06914225208208,76.9948690125304,36.11951574826346,2.9605803791543686,0.9890574627914865
2894.779,1.0807388059675662,3.414802995323654,5.101667519351211,8.234238261366405,17.017983065373894,33.11099051084728,48.95696700853504,63.530238405073405,76.08342467594244,1.2267532805019161,5.542026802835224,4.472740797099789,11.224117958658585,6.854248778258487,10.271758096167531,4.136591940941333,18.53950484279943,10.060777506713817,33.11099051084728,16.770306574676262,48.95696700853504,14.520258683662949,63.530238405073405,20.58989489970241,76.08342467594244,42.34364299905011,2.8960977332133786,0.8243763761862486
2926.064,2.3091087549691416,3.977937598083977,5.223296551271606,8.774004943159145,14.783271999518815,31.43297617550403,47.52001323279327,62.09327615527209,59.320712055512125,1.4341949668472322,10.084347659046845,5.321991267609595,5.274885865972988,3.410692879114169,1.427874731505952,5.1549298794653895,9.659249405229652,6.962450291065489,31.43297617550403,13.501088134867057,47.52001323279327,14.107158285790868,62.09327615527209,18.698372429053066,59.320712055512125,42.5495075583404,2.57145715718214,1.6065836036273387
2993.63,1.6311635038398091,2.848414800760272,4.660295360482081,8.23989604593754,15.514175098459058,30.399849012737036,48.287697544452726,57.819904263385915,64.0836709947455,1.0181130697416598,5.727797573643806,0.3664317892256473,1.8775302359226853,3.2998997209929577,7.614975382834439,6.753191375415452,13.56021134869739,6.264201631062778,30.399849012737036,12.540508160621075,48.287697544452726,16.483946543982686,57.819904263385915,10.32798185687627,64.0836709947455,44.79624295719182,5.198557532787311,0.6377419051197393
3042.461,1.1977146132686682,2.9805147872068054,4.612581722493739,7.20028950247843,16.951901766366113,34.46788635910206,48.860839958178616,55.45937975868879,67.00053016291749,1.0667746931267983,0.602550435507273,0.3367385242332463,0.638428268474302,1.32246544952071,9.37486173633998,11.6932068422183,16.725416334650276,4.585506571655144,34.46788635910206,12.395719774522059,48.860839958178616,17.38122120288129,55.45937975868879,8.581776711379623,67.00053016291749,43.555694585856244,4.644350874047655,2.0277935448513587
3078.901,1.7617000351748884,3.3744508186525057,5.242162706758038,7.497610348627645,18.53950484279943,33.13601184318692,42.78529904014452,52.69860901665888,65.53601431160014,1.2118887640340303,0.8335391907083555,0.005130141550146057,2.5924259522749535,1.2998028382316638,7.3969652207735646,12.152302307958207,17.166468344428857,1.0783731001104002,33.13601184318692,7.998904505094832,42.78529904014452,17.703722294028974,52.69860901665888,8.545254939810567,65.53601431160014,41.29554801307355,1.0353609062950873,2.2797332053673616
3133.142,1.584830818392534,3.420208851051128,4.097643834846944,8.115495563239712,9.659249405229652,31.75531144135824,39.61984487137833,54.59583383070415,51.30182417522092,1.228744633586507,1.0713930922254364,0.47937834386478934,6.173044238541354,1.9153908761916034,4.256004717081939,8.521290909354635,14.964929322349604,1.7902806041978316,31.75531144135824,6.7618852216019505,39.61984487137833,15.033621317209569,54.59583383070415,10.17191973654249,51.30182417522092,41.93907233519199,1.267343417136086,0.016150841499748193
3182.797,1.806744193864708,2.4736104753146373,3.9885672884572863,5.524543349764375,13.56021134869739,29.112946882883207,29.54690481359635,53.878365475397906,52.08748782910128,0.8800465383318462,1.3084993547037613,0.31384952761498913,6.586721715278411,1.6225198972051764,12.151214571363694,6.406756467967167,13.752593425305218,4.435587761486988,29.112946882883207,6.2700867047307565,29.54690481359635,15.514823753445018,53.878365475397906,5.33004182460443,52.08748782910128,37.34156187471289,1.5049093650679257,0.28366203376960075
3240.302,0.6550315371838769,2.143102710796702,4.540008925094009,6.7205155568832735,16.725416334650276,27.575330941375213,18.876080069079975,54.57920280270171,49.72141485577579,0.7582975147666905,6.378885296814996,2.417715684121602,5.748203814391984,1.6330241190300816,6.4027937209892345,1.0105653374696975,14.505340269490674,6.239689977524469,27.575330941375213,3.2503374693666744,18.876080069079975,13.25599148750517,54.57920280270171,3.11980323543143,49.72141485577579,37.639277776818574,4.8017144808410706,2.3343779211674205
3261.527,1.4783872707477157,3.859695167324991,2.9772864060300592,9.096628665039407,17.166468344428857,22.604442642970607,20.455939809788482,52.70543521485489,42.98256614156497,1.3906380461501517,5.006469521521831,0.8047779200727708,0.4465755574311673,4.871864286531094,3.2105970616478627,3.611437166373314,12.886447833428324,6.289593187790471,22.604442642970607,0.8268254075601899,20.455939809788482,11.29435202275887,52.70543521485489,4.030147722409208,42.98256614156497,31.624975202996325,0.19537375098781667,0.010593083920907844
